zip_code,lat1,long1,lat2,long2,Distance
7054,40.8621,-74.4117,40.7261,-74.2313,21.431631539133978
7508,40.9457,-74.1826,40.7261,-74.2313,24.759732437814797
7922,40.6752,-74.4346,40.7261,-74.2313,18.048546613500772
7208,40.6747,-74.2239,40.7261,-74.2313,5.749362572646936
10304,40.6102,-74.0878,40.7261,-74.2313,17.679598654661113
7013,40.8693,-74.1711,40.7261,-74.2313,16.7100137157312
7086,40.7681,-74.0208,40.7261,-74.2313,18.337409927389043
7102,40.732,-74.1765,40.7261,-74.2313,4.66403359598058
10309,40.5352,-74.2116,40.7261,-74.2313,21.292111188872212
8830,40.5716,-74.3167,40.7261,-74.2313,18.629232737221603
7442,40.9993,-74.2876,40.7261,-74.2313,30.7451781940658
8872,40.46,-74.3478,40.7261,-74.2313,31.181225879228542
7057,40.8536,-74.1079,40.7261,-74.2313,17.576161602927638
8512,40.3039,-74.5065,40.7261,-74.2313,52.39439501247508
7506,40.9564,-74.1569,40.7261,-74.2313,26.361905089491987
7093,40.7888,-74.0115,40.7261,-74.2313,19.78256207869589
7450,40.982,-74.1131,40.7261,-74.2313,30.14137927762083
18301,41.0367,-75.1735,40.7261,-74.2313,86.41268449353333
7748,40.3944,-74.1157,40.7261,-74.2313,38.154261136679814
11550,40.7049,-73.6176,40.7261,-74.2313,51.776879263635095
7728,40.2458,-74.2768,40.7261,-74.2313,53.545365133369835
8817,40.5171,-74.3973,40.7261,-74.2313,27.136235305719328
7033,40.6759,-74.2944,40.7261,-74.2313,7.710605657136328
8502,40.4483,-74.6557,40.7261,-74.2313,47.31301401522246
7649,40.9535,-74.0335,40.7261,-74.2313,30.26952284918917
7094,40.791,-74.0634,40.7261,-74.2313,15.876536003973756
10310,40.6324,-74.1171,40.7261,-74.2313,14.187821825926218
10301,40.6316,-74.0927,40.7261,-74.2313,15.716888444529785
7512,40.9048,-74.2168,40.7261,-74.2313,19.907965154316194
11201,40.694,-73.9903,40.7261,-74.2313,20.624603915630548
7070,40.8292,-74.1121,40.7261,-74.2313,15.237042449479315
8902,40.4538,-74.4823,40.7261,-74.2313,36.959159186003525
10466,40.8904,-73.8503,40.7261,-74.2313,36.90545645330886
10032,40.8382,-73.942,40.7261,-74.2313,27.362206185092035
7071,40.8094,-74.1245,40.7261,-74.2313,12.910820534578061
7073,40.8385,-74.1041,40.7261,-74.2313,16.45925816105975
7076,40.6379,-74.3682,40.7261,-74.2313,15.147477158424074
7470,40.9471,-74.2466,40.7261,-74.2313,24.60776507199633
7204,40.6651,-74.267,40.7261,-74.2313,7.420653383444466
7105,40.7271,-74.1563,40.7261,-74.2313,6.321004378387805
7088,40.7179,-74.2829,40.7261,-74.2313,4.443044343556975
7075,40.8493,-74.0878,40.7261,-74.2313,18.265373582803097
7002,40.6664,-74.1192,40.7261,-74.2313,11.549115523228918
8021,39.8036,-75.0058,40.7261,-74.2313,121.82082721091989
7008,40.5823,-74.2313,40.7261,-74.2313,15.989830451488205
8837,40.5325,-74.3375,40.7261,-74.2313,23.31839535733217
7077,40.5542,-74.2607,40.7261,-74.2313,19.274705627381408
7032,40.7647,-74.1471,40.7261,-74.2313,8.290772982038392
7026,40.8789,-74.1081,40.7261,-74.2313,19.90511197867211
7660,40.8562,-74.023,40.7261,-74.2313,22.732830925819204
8882,40.4444,-74.3801,40.7261,-74.2313,33.749962945279634
7505,40.9166,-74.174,40.7261,-74.2313,21.724454042165654
8087,39.5881,-74.3646,40.7261,-74.2313,127.04584298310512
7042,40.8131,-74.2165,40.7261,-74.2313,9.75391470202593
7432,40.9957,-74.1409,40.7261,-74.2313,30.927090165450252
7885,40.9139,-74.5863,40.7261,-74.2313,36.44795462891599
10473,40.8194,-73.8606,40.7261,-74.2313,32.89488499216481
7801,40.9176,-74.5467,40.7261,-74.2313,34.026197704916775
8876,40.588,-74.6874,40.7261,-74.2313,41.425541327213125
7662,40.9057,-74.079,40.7261,-74.2313,23.729533376263056
11385,40.7036,-73.8961,40.7261,-74.2313,28.36183882128738
7603,40.8744,-74.0281,40.7261,-74.2313,23.758710645356338
8884,40.3847,-74.3894,40.7261,-74.2313,40.24316874850433
7410,40.9343,-74.1166,40.7261,-74.2313,25.081626445855225
10977,41.1158,-74.0474,40.7261,-74.2313,46.005011819654335
7661,40.9265,-74.0392,40.7261,-74.2313,27.52831045553331
7657,40.8326,-74.0015,40.7261,-74.2313,22.685463176642834
7010,40.8222,-73.988,40.7261,-74.2313,23.10680620419119
7001,40.5826,-74.2785,40.7261,-74.2313,16.44576087832572
8865,40.7079,-75.1507,40.7261,-74.2313,77.512341022803
7016,40.6554,-74.3057,40.7261,-74.2313,10.057406278227557
10703,40.9518,-73.8852,40.7261,-74.2313,38.43895333667195
11203,40.6505,-73.9349,40.7261,-74.2313,26.367050512880105
7747,40.4109,-74.238,40.7261,-74.2313,35.05320954645499
8862,40.43,-74.4173,40.7261,-74.2313,36.48015705499583
7041,40.7228,-74.3015,40.7261,-74.2313,5.927105229020195
7621,40.9238,-73.9989,40.7261,-74.2313,29.421878985087908
8879,40.464,-74.2742,40.7261,-74.2313,29.368418829468435
8610,40.2016,-74.705,40.7261,-74.2313,70.76262133840443
8759,39.9515,-74.1521,40.7261,-74.2313,86.39275892821847
7027,40.6512,-74.3239,40.7261,-74.2313,11.415870124758653
8833,40.6466,-74.829,40.7261,-74.2313,51.1661669839819
7080,40.5839,-74.4147,40.7261,-74.2313,22.121797004927856
7090,40.6479,-74.3451,40.7261,-74.2313,12.949142013440605
8835,40.5399,-74.5934,40.7261,-74.2313,36.909876969864776
7067,40.5937,-74.3164,40.7261,-74.2313,16.37899304427264
10303,40.6301,-74.1607,40.7261,-74.2313,12.222710168521651
18106,40.5824,-75.5911,40.7261,-74.2313,115.81708287212678
7023,40.6419,-74.3868,40.7261,-74.2313,16.111500446419207
8016,40.068,-74.8454,40.7261,-74.2313,89.77313812885492
7306,40.7321,-74.066,40.7261,-74.2313,13.944782028101239
8863,40.5393,-74.3117,40.7261,-74.2313,21.851182505691796
7981,40.8219,-74.42,40.7261,-74.2313,19.130144387752654
7950,40.8445,-74.4824,40.7261,-74.2313,24.905046644849367
10302,40.6306,-74.1379,40.7261,-74.2313,13.2212241319117
11101,40.7446,-73.9345,40.7261,-74.2313,25.091617317830178
11355,40.7536,-73.8226,40.7261,-74.2313,34.56855236345741
7734,40.4414,-74.1306,40.7261,-74.2313,32.77946727968857
7945,40.7789,-74.6,40.7261,-74.2313,31.60719826029892
7078,40.7368,-74.3271,40.7261,-74.2313,8.159403684244174
8690,40.2336,-74.6576,40.7261,-74.2313,65.56706697488147
8812,40.5897,-74.4639,40.7261,-74.2313,24.79938907266762
7751,40.3529,-74.2779,40.7261,-74.2313,41.68436345793339
7081,40.7015,-74.3227,40.7261,-74.2313,8.17472243868748
8869,40.5711,-74.6377,40.7261,-74.2313,38.37438332564083
8753,39.9771,-74.1565,40.7261,-74.2313,83.52584452982573
11234,40.6205,-73.9239,40.7261,-74.2313,28.45967296892862
8724,40.0874,-74.1152,40.7261,-74.2313,71.69727857109899
7731,40.1481,-74.2137,40.7261,-74.2313,64.28792546262693
7735,40.4332,-74.1996,40.7261,-74.2313,32.67883834521298
8823,40.4421,-74.5369,40.7261,-74.2313,40.783028161721155
8609,40.2248,-74.741,40.7261,-74.2313,70.46860163351352
8844,40.4775,-74.6272,40.7261,-74.2313,43.37373997648242
7933,40.6877,-74.4681,40.7261,-74.2313,20.41192396086811
7028,40.804,-74.2055,40.7261,-74.2313,8.930448564347014
